Category,Descript
activation,"Because the bone marrow and X-linked (BMX) nonreceptor tyrosine kinase is preferentially up-regulated in GSCs relative to nonstem tumor cells and the BMX-mediated activation of the signal transducer and activator of transcription 3 (STAT3) is required for maintaining GSC self-renewal and tumorigenic potential, pharmacological inhibition of BMX may suppress GBM growth and reduce therapeutic resistance."
inhibition,"Because the bone marrow and X-linked (BMX) nonreceptor tyrosine kinase is preferentially up-regulated in GSCs relative to nonstem tumor cells and the BMX-mediated activation of the signal transducer and activator of transcription 3 (STAT3) is required for maintaining GSC self-renewal and tumorigenic potential, pharmacological inhibition of BMX may suppress GBM growth and reduce therapeutic resistance."
inhibition,"Mechanistically, BMX bypasses the suppressor of cytokine signaling 3 (SOCS3)-mediated inhibition of Janus kinase 2 (JAK2), whereas NPCs dampen the JAK2-mediated STAT3 activation via the negative regulation by SOCS3, providing a molecular basis for targeting BMX by ibrutinib to specifically eliminate GSCs while preserving NPCs."
activation,"Using a phospho-RTK protein array, we found that both c-Met and TrkA-B pathways were significantly activated upon CDK4/6 inhibition in GBM cells."
inhibition,"Using a phospho-RTK protein array, we found that both c-Met and TrkA-B pathways were significantly activated upon CDK4/6 inhibition in GBM cells."
inhibition,"Mechanistically, inhibition of CDK4/6 drove NF-ÎºB-mediated upregulation of hepatocyte growth factor (HGF), brain-derived neurotrophic factor (BDNF), and nerve growth factor (NGF) that in turn activated both c-Met and TrkA-B pathways."
activation,"Mechanistically, inhibition of CDK4/6 drove NF-ÎºB-mediated upregulation of hepatocyte growth factor (HGF), brain-derived neurotrophic factor (BDNF), and nerve growth factor (NGF) that in turn activated both c-Met and TrkA-B pathways."
inhibition,"Collectively, these findings demonstrate that the activation of c-Met/TrkA-B pathways is a novel mechanism involved in therapeutic resistance of GBM to CDK4/6 inhibition and that dual inhibition of c-Met/Trk with CDK4/6 should be considered in future clinical trials."
activation,"Twenty-five studies were included, reporting diagnostic value for 18 markers in CSF (microRNAs -21, -19b, and -92a, RNU2-1f, CXCL13, interleukins -6, -8, and -10, soluble interleukin-2-receptor, soluble CD19, soluble CD27, tumour necrosis factor-alfa, beta-2-microglobulin, antithrombin III, soluble transmembrane activator and calcium modulator and cyclophilin ligand interactor, soluble B cell maturation antigen, neopterin and osteopontin) and three markers in blood (microRNA-21 soluble CD27, and beta-2-microglobulin)."
activation,"ORAI/STIM and thus SOCE are upregulated by the serum and glucocorticoid inducible kinase SGK1, a kinase under powerful genomic regulation and activated by phosphorylation via the phosphoinositol-3-phosphate pathway."
induced,"Furthermore, we reported that intracellular oxaliplatin rapidly induced increased levels of reactive oxygen species and endoplasmic reticulum stress, assessed by the evaluation of glucose-regulated protein GRP78 expression levels."
inhibition,"Mutant IDH proteins acquire a neomorphic enzyme activity to produce the putative oncometabolite D-2-hydroxyglutarate, which is thought to block cellular differentiation by competitively inhibiting Î±-ketoglutarate-dependent dioxygenases involved in histone and DNA demethylation."
inhibition,"Clinical evaluation of serine/threonine-protein kinase B-Raf inhibition in combination with MEK inhibition for MBM produced intracranial response rates of close to 60%, suggesting that inhibition of the mitogen-activated protein kinase pathway has the potential to further improve MBM outcomes."
inhibition,"Recently, atovaquone has shown inhibition of signal transducer and activator transcription 3, a promising target for GBM therapy."
activation,"Recently, atovaquone has shown inhibition of signal transducer and activator transcription 3, a promising target for GBM therapy."
promotes,"For the first time, we have demonstrated that HDAC1 promotes proliferation and invasion in glioblastoma cells by activating PI3K/AKT and MEK/ERK signaling pathways in vitro and in vivo."
induced,"Finally, we found that activation of RAS pathway plus Cdkn2a/b silencing can induce GBM, in a similar way to tumor induction by RAS activation plus TP53 silencing."
adhesion,"The CD93-MMRN2 complex was required for activation of Î²1 integrin, phosphorylation of focal adhesion kinase (FAK), and fibronectin fibrillogenesis in endothelial cells."
activation,Anaplastic lymphoma kinase (ALK) is an oncogenic receptor tyrosine kinase that is activated by gene amplification and mutation in neuroblastomas.
inhibition,"Here, we show that resistance to ALK inhibitor in ALK-driven neuroblastomas can be attenuated by combination treatment with a p53 activator."
attenuated,"Here, we show that resistance to ALK inhibitor in ALK-driven neuroblastomas can be attenuated by combination treatment with a p53 activator."
activation,"Here, we show that resistance to ALK inhibitor in ALK-driven neuroblastomas can be attenuated by combination treatment with a p53 activator."
inhibition,"Either ALK inhibition or p53 activator treatment induced cell cycle arrest, whereas combination treatment induced apoptosis, and prevented tumour relapse both in vitro and in vivo."
activation,"Either ALK inhibition or p53 activator treatment induced cell cycle arrest, whereas combination treatment induced apoptosis, and prevented tumour relapse both in vitro and in vivo."
induced,"Either ALK inhibition or p53 activator treatment induced cell cycle arrest, whereas combination treatment induced apoptosis, and prevented tumour relapse both in vitro and in vivo."
inhibition,"This shift toward apoptosis, and away from cell-cycle arrest, in the presence of an ALK inhibitor and a p53 activator, is mediated by inhibition of the ALK-AKT-FOXO3a axis leading to a specific upregulation of SOX4."
activation,"This shift toward apoptosis, and away from cell-cycle arrest, in the presence of an ALK inhibitor and a p53 activator, is mediated by inhibition of the ALK-AKT-FOXO3a axis leading to a specific upregulation of SOX4."
inhibition,"This shift toward apoptosis, and away from cell-cycle arrest, in the presence of an ALK inhibitor and a p53 activator, is mediated by inhibition of the ALK-AKT-FOXO3a axis leading to a specific upregulation of SOX4."
induced,"Moreover, Aurora A inactivation induces a reduction of ecdysteroids levels and a pupariation delay as an indirect consequence of ring gland development deceleration."
activation,"Endocytosed (glyco)sphingolipids are degraded, together with other membrane lipids in a stepwise fashion by endolysosomal enzymes with the help of small lipid-binding proteins, the sphingolipid activator proteins (SAPs), at the surface of intraluminal lysosomal vesicles."
regulated,The disruption of mitochondrial activity has been associated with cancer development because it contributes to regulating apoptosis and is the main source of reactive oxygen species (ROS) production.
activation,"Furthermore, signaling pathways associated with tumor malignancy, including the epithelial-to-mesenchymal transition (EMT), were activated in patients with high STIM1 expression according to gene set enrichment analyses."
activation,"Mechanistically, 2-hydroxyglutarate (2-HG) stabilizes hypoxia-inducible factor-2Î±, which in turn activates the expression of miR-380-5p, a characterized microRNA against p53 expression."
activation,"CDK5, the human ortholog of dCdk5 (79% identity), is aberrantly activated in GBMs and tightly aligned with both chromosome 7 gains and stem cell markers affecting tumor-propagation."
inhibition,"Our investigation revealed that pharmaceutical inhibition of CDK5 prevents GSC self-renewal inÂ vitro and in xenografted tumors, at least partially by suppressing CREB1 activation independently of PKA/cAMP."
inhibition,"Our study is the first to identify a novel mechanism for the antitumor activity of paeoniflorin, specifically: it decreases tumor growth by directly targeting TLR4 and modulating the TLR4/Triad3A-dependent axis, leading to TLR4 protein degradation and inhibition of glioblastoma cell progression in vitro and in vivo."
induced,Selective glucocorticoid receptor modulators are ligands that induce a receptor conformation that allows activation of only a subset of downstream signaling pathways.
